category,condition,description,meet_up,overview,pics,price,seller,title,url
,Well used # Well used: Used but handled with care. Might have some minor flaws or defects.,"Posted,4 days ago,Brand,Sapphire,Model Number,5700xt nitro,不跟盒
狀況良好
正常可用

面交",MTR Tuen Mun Station (港鐵屯門站),"Well used,Meetup,MTR Tuen Mun Station (港鐵屯門站)","https://media.karousell.com/media/photos/products/2023/9/16/sapphire_amd_radeon_5700xt_nit_1694864261_76806d5e.jpg,https://media.karousell.com/media/photos/products/2023/9/16/sapphire_amd_radeon_5700xt_nit_1694864261_76806d5e_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/16/sapphire_amd_radeon_5700xt_nit_1694864261_76806d5e_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/16/sapphire_amd_radeon_5700xt_nit_1694864261_20e3e0f5_progressive.jpg","HK$1,000",/u/tytprinelight2/,Sapphire AMD Radeon 5700xt Nitro,https://www.carousell.com.hk/p/sapphire-amd-radeon-5700xt-nitro-1255122479/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=19
,Like new # Like new: Used lightly only once or twice. As good as new.,"Bumped,3 days ago,Brand,Asus,CPU：R5 3600
MB：AORUS B450 Pro
RAM：DDR4 16GB RGB
GPU：TUF GTX 1660TI
SSD：m.2 512GB
電源：Antec 650w

備注：機箱冇側板 

🧰包兩年自攜維修服務
新淨，100% work，實物拍攝，
通過壓力測試，14天私保，有壞即换
幫你承擔二手機風險，
已經幫你清塵檢查，價錢優惠，
一插即用，抵到爛不議價

取貨方法：
工作室現場試機及自取 / GOGOVAN送貨


配置可以任意更改可加可減，
個人建議搭配，外觀可要求，
白色黑色/RGB/ 電腦大小
看不懂的直接查詢，

打比方，我預算5000可以砌什麼電腦呢？
答：可以砌到RTX3060級別呀
問：可唔可以要求靚些機箱同埋RGB彩燈嗎？
答：當然可以，但是要補返原本機箱差價
問：可唔可以要求增加SSD容量？
答：當然可以，SSD可PM本店自選",MTR Yuen Long Station (港鐵元朗站),"Like new,Meetup,MTR Yuen Long Station (港鐵元朗站)","https://media.karousell.com/media/photos/products/2023/9/11/r5_3600__tuf_gtx_1660ti__1694443788_4a1b3da3.jpg,https://media.karousell.com/media/photos/products/2023/9/11/r5_3600__tuf_gtx_1660ti__1694443788_4a1b3da3_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/11/r5_3600__tuf_gtx_1660ti__1694443788_4a1b3da3_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/11/r5_3600__tuf_gtx_1660ti__1694443788_272f74a2_progressive.jpg,https://media.karousell.com/media/photos/products/2023/4/14/i512600k_asus_z690a_prime__1681483107_b82bf215_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/4/25/asus_tuf_gtx_1660ti_6gb__1682426879_0d52f19c_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/7/30/msi_rtx_3070_gaming_x__1690715631_9bcfb3d9_thumbnail.jpg","HK$2,000",/u/longxin_technology/,R5 3600  + TUF GTX 1660TI 電競電腦,https://www.carousell.com.hk/p/r5-3600-tuf-gtx-1660ti-%E9%9B%BB%E7%AB%B6%E9%9B%BB%E8%85%A6-1254227563/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=18
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,1 month ago,【免費送貨 | Free delivery】
Ikea書枱
長120cm 闊60cm 高72cm
WhatsApp 91850454

SF1663680397793",,"Like new,Mailing,Hong Kong","https://media.karousell.com/media/photos/products/2023/8/20/__free_deliveryikea_1692530842_53acb9c8,https://media.karousell.com/media/photos/products/2023/8/20/__free_deliveryikea_1692530842_53acb9c8_progressive,https://media.karousell.com/media/photos/products/2023/8/20/__free_deliveryikea_1692530842_53acb9c8_progressive,https://media.karousell.com/media/photos/products/2023/8/20/__free_deliveryikea_1692530842_3583260b_progressive",HK$150,/u/bl666666/,【免費送貨 | Free delivery】Ikea書枱,https://www.carousell.com.hk/p/%E3%80%90%E5%85%8D%E8%B2%BB%E9%80%81%E8%B2%A8-free-delivery%E3%80%91ikea%E6%9B%B8%E6%9E%B1-1250111152/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=40
,Well used # Well used: Used but handled with care. Might have some minor flaws or defects.,"Posted,2 weeks ago,Brand,Asus,Model Number,I7-6700,Ram (GB),16.0GB,HDD Storage (GB),120.0GB,SSD Storage (GB),1000.0GB,I7-6700CPU
1060顯卡
華碩底板
威剛ddr4  8g 兩條
帶正版windows
120ssd
1TB機械
可改返繁體，現時行緊簡體，食雞，APEX等遊戲均可暢玩",MTR Yuen Long Station (港鐵元朗站),"Well used,Meetup,MTR Yuen Long Station (港鐵元朗站)","https://media.karousell.com/media/photos/products/2023/9/2/_1693664820_55945c25.jpg,https://media.karousell.com/media/photos/products/2023/9/2/_1693664820_55945c25_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/2/_1693664820_20db2ca4_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/2/_1693664820_96fed47b_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/2/_1693664820_5a5115e6_progressive.jpg","HK$2,800",/u/tn9th4tmmp30198/,可帶屏幕一起亦都可以散買主機,https://www.carousell.com.hk/p/%E5%8F%AF%E5%B8%B6%E5%B1%8F%E5%B9%95%E4%B8%80%E8%B5%B7%E4%BA%A6%E9%83%BD%E5%8F%AF%E4%BB%A5%E6%95%A3%E8%B2%B7%E4%B8%BB%E6%A9%9F-1252545874/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=17
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,3 weeks ago,Brand,Asus,賣打機用電腦主機
全部件已過保
所有零件運作正常
無挖礦  過熱 超頻
即插即用
100% work
可議價
機箱:abkoncore t250
CPU:Intel Core i5-6500
GPU顯卡:Nvidia ASUS GeForce GTX 960 4GB
Motherboard主板:ASUSTek COMPUTER INC H110M-E
RAM記憶條:A-Data Technology DDR4
GEIL CL16-16-16 D4-2400 DDR4
Storage:CT1000MX500SSD1  1TB內存
火牛:cooler master mwe bronze 650w



—————-搜尋字眼
電腦 主機 打機 打機用電腦 文書 文書電腦 desktop pc computer asus ssd nvidia geforce gtx顯卡gpu graphics card cpu motherboard 主板 效能顯卡 機箱 火牛 cooler master",MTR Tiu Keng Leng Station (港鐵調景嶺站),"Like new,Meetup,MTR Tiu Keng Leng Station (港鐵調景嶺站)","https://media.karousell.com/media/photos/products/2023/8/29/__computer_desktop_1693332692_615b1f3b.jpg,https://media.karousell.com/media/photos/products/2023/8/29/__computer_desktop_1693332692_615b1f3b_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/29/__computer_desktop_1693332692_bd514eb7_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/29/__computer_desktop_1693332692_86184439_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/29/__computer_desktop_1693332692_bf4acd61_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/29/__computer_desktop_1693332692_5fa31b09_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/29/__computer_desktop_1693332692_adca6c17_progressive.jpg,https://media.karousell.com/media/photos/products/2022/3/2/trinx_m114_1646209381_887ce5ac_thumbnail.jpg","HK$2,000",/u/hjifengzhk/,電腦主機 打機 computer desktop,https://www.carousell.com.hk/p/%E9%9B%BB%E8%85%A6%E4%B8%BB%E6%A9%9F-%E6%89%93%E6%A9%9F-computer-desktop-1251822930/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=16
,Brand new # Brand new: Never used before. Comes with original packaging or tag.,"Bumped,19 minutes ago",Sheung Wan (上環),"Brand new,Mailing · Meetup,Sheung Wan (上環)","https://media.karousell.com/media/photos/products/2023/6/3/evpad_10p_4gb_64gb__8k__wifi___1685785036_54d6b7e9,https://media.karousell.com/media/photos/products/2023/6/3/evpad_10p_4gb_64gb__8k__wifi___1685785036_54d6b7e9_progressive,https://media.karousell.com/media/photos/products/2023/6/2/evpad_10p_4gb_64gb__8k__wifi___1685674054_5948e838_progressive,https://media.karousell.com/media/photos/products/2023/6/2/evpad_10p_4gb_64gb__8k__wifi___1685674054_21802fff_progressive,https://media.karousell.com/media/photos/products/2023/6/2/evpad_10p_4gb_64gb__8k__wifi___1685674054_ebf3d8eb_progressive,https://media.karousell.com/media/photos/products/2023/6/2/evpad_10p_4gb_64gb__8k__wifi___1685674054_4ca35f2b_progressive,https://media.karousell.com/media/photos/products/2023/6/2/evpad_10p_4gb_64gb__8k__wifi___1685674054_97f31aa4_progressive,https://media.karousell.com/media/photos/products/2023/6/2/evpad_10p_4gb_64gb__8k__wifi___1685674054_5d5b7bbb_progressive,https://media.karousell.com/media/photos/products/2023/6/2/evpad_10p_4gb_64gb__8k__wifi___1685674054_124e93d6_progressive,https://media.karousell.com/media/photos/products/2023/6/2/evpad_10p_4gb_64gb__8k__wifi___1685674054_0cbbdf24_progressive,https://media.karousell.com/media/photos/products/2022/10/30/momax_1world_65w_gan__ua8_1667118438_7c0b4a72_thumbnail,https://media.karousell.com/media/photos/products/2022/10/30/verbatim_50__66618_66619_1667126724_cd49f239_thumbnail,https://media.karousell.com/media/photos/products/2022/7/25/hk_mobile_77gb__csl_hkmobile___1658737017_ee6ad249_thumbnail","HK$1,580",/u/THEFIRSTSLAMDUNK/,💥全新現貨💥EVPAD 易播10P 4GB 64GB 超高清 8K 旗艦智能 Wi-Fi 語音 包SF到你屋企,https://www.carousell.com.hk/p/%F0%9F%92%A5%E5%85%A8%E6%96%B0%E7%8F%BE%E8%B2%A8%F0%9F%92%A5evpad-%E6%98%93%E6%92%AD10p-4gb-64gb-%E8%B6%85%E9%AB%98%E6%B8%85-8k-%E6%97%97%E8%89%A6%E6%99%BA%E8%83%BD-wi-fi-%E8%AA%9E%E9%9F%B3-%E5%8C%85sf%E5%88%B0%E4%BD%A0%E5%B1%8B%E4%BC%81-1235165821/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=5
,Lightly used # 7,"Posted,5 days ago,Brand,Apple,iMac Retina 5k 27” 2019
3GHz 6核心 Intel Core i5
Radeon Pro 570X 4 GB
40 GB 2667 MHZ DDR4 ©
1tb SSD
一套原裝keyboard 連滑鼠
無盒",MTR Yuen Long Station (港鐵元朗站),"Lightly used,Meetup,MTR Yuen Long Station (港鐵元朗站)","https://media.karousell.com/media/photos/products/2023/9/15/imac_27_2019_1694768208_db716c89.jpg,https://media.karousell.com/media/photos/products/2023/9/15/imac_27_2019_1694768208_db716c89_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/15/imac_27_2019_1694768208_db716c89_progressive.jpg,https://media.karousell.com/media/photos/products/2022/9/10/thermacell__1662829188_e57ace16_thumbnail.jpg","HK$6,000",/u/punnnnc/,iMac 27” 2019,https://www.carousell.com.hk/p/imac-27%E2%80%9D-2019-1254905619/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=2
,Lightly used # 7,"Posted,4 weeks ago,Brand,ADATA,ADATA 8G DDR4 2666
4 條",MTR Choi Hung Station Platform 1 彩虹站1號月台,"Lightly used,Meetup,MTR Choi Hung Station Platform 1 彩虹站1號月台","https://media.karousell.com/media/photos/products/2023/6/22/avatar_8g_ddr4_2666_1687429434_e8663ff3.jpg,https://media.karousell.com/media/photos/products/2023/6/22/avatar_8g_ddr4_2666_1687429434_e8663ff3_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/22/avatar_8g_ddr4_2666_1687429434_e8663ff3_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/24/goma_1687578809_04155005_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/7/22/canon_powershot_a40__1690007452_272a674c_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/6/22/antec_p8_atx_1687425070_0cf967c9_thumbnail.jpg",HK$350,/u/kimdaymart/,Avatar 8G DDR4 2666,https://www.carousell.com.hk/p/avatar-8g-ddr4-2666-1238890653/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=3
,Brand new # Brand new: Never used before. Comes with original packaging or tag.,"Posted,an hour ago,Brand,SAPPHIRE,全新 短卡 SAPPHIRE PULSE AMD RADEON RX 6600 8GB GDDR6 (L=193mm & 2 slot, 合 ITX 箱)

早兩三日買(旺電), 港行有盒有單, 膠紙未搣！

因為唔多 fit 自己個 PC case，所以出讓。
張卡可以夾 Hackintosh.

堅尼地城或上環地鐵站交收。

有興趣請PM
",Kennedy Town (堅尼地城),"Brand new,Meetup,Kennedy Town (堅尼地城)","https://media.karousell.com/media/photos/products/2023/9/21/__sapphire_pulse_amd_radeon_rx_1695259376_94612aec,https://media.karousell.com/media/photos/products/2023/9/21/__sapphire_pulse_amd_radeon_rx_1695259376_94612aec_progressive,https://media.karousell.com/media/photos/products/2023/9/21/__sapphire_pulse_amd_radeon_rx_1695259376_3d6383c6_progressive,https://media.karousell.com/media/photos/products/2023/9/21/__sapphire_pulse_amd_radeon_rx_1695259376_5ad18741_progressive,https://media.karousell.com/media/photos/products/2023/9/21/__sapphire_pulse_amd_radeon_rx_1695259376_984cb62d_progressive,https://media.karousell.com/media/photos/products/2023/9/21/__sapphire_pulse_amd_radeon_rx_1695259376_44a5db15_progressive,https://media.karousell.com/media/photos/products/2023/8/30/roli_seaboard_blocks_modular_m_1693357676_1fc74039_thumbnail,https://media.karousell.com/media/photos/products/2023/8/27/loupedeck_ct___1693127571_f4394b4d_thumbnail","HK$1,200",/u/bm1964/,"全新 短卡 SAPPHIRE PULSE AMD RADEON RX 6600 8GB GDDR6 (L=193mm & 2 slot, 合 ITX 箱)",https://www.carousell.com.hk/p/%E5%85%A8%E6%96%B0-%E7%9F%AD%E5%8D%A1-sapphire-pulse-amd-radeon-rx-6600-8gb-gddr6-l-193mm-2-slot-%E5%90%88-itx-%E7%AE%B1-1255951202/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=1
,Lightly used # 7,"Posted,2 days ago,Brand,Asus,Case - Lian Li O11D EVO
CPU - Intel i5 13600KF 13th gen
MoBo - Asus ROG Strix Z790-A Gaming WiFi D4
RAM - Tforce Xtreem ARGB DDR4 4000mhz 32gb  (8gbx4)
Storage - WD_Black SN850 500gb (heatsink)
VGA - GEFORCE Gigabyte RTX 3080 10Gb  Vision (white)
PSU - Asus ROG 1000w
Fan - 3x Corsair QL120, 6x unknown brand
Watercooling components - all Bykski (8x led fittings, 2x360 radiator, petg, cpu & vga block, distro plate)
razer chroma argb controller

Just plug and play",MTR HKU Station (港鐵香港大學站),"Lightly used,Meetup,MTR HKU Station (港鐵香港大學站)","https://media.karousell.com/media/photos/products/2023/9/18/custom_loop_1695042702_8645089e.jpg,https://media.karousell.com/media/photos/products/2023/9/18/custom_loop_1695042702_8645089e_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/18/custom_loop_1695042702_fc3678df_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/18/custom_loop_1695043114_32bd2a22_progressive.jpg,https://media.karousell.com/media/photos/products/2022/6/30/memory_1656586057_05694022_thumbnail.jpg","HK$15,500",/u/wattamode/,custom loop,https://www.carousell.com.hk/p/custom-loop-1255530647/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=15
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,22 hours ago,Brand,MSI,Model Number,RTX 3050,Ram (GB),8GB,2022年2月購入
保養至2025年2月
有盒
好新淨
交收地點商議
價錢可議",MTR Diamond Hill Station (港鐵鑽石山站),"Like new,Meetup,MTR Diamond Hill Station (港鐵鑽石山站)","https://media.karousell.com/media/photos/products/2023/9/20/msi_rtx_3050_ventus_2x_8g_oc_1695185115_a0c1f752.jpg,https://media.karousell.com/media/photos/products/2023/9/20/msi_rtx_3050_ventus_2x_8g_oc_1695185115_a0c1f752_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/msi_rtx_3050_ventus_2x_8g_oc_1695185115_343c9ac8_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/msi_rtx_3050_ventus_2x_8g_oc_1695185115_ddbc55c4_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/msi_rtx_3050_ventus_2x_8g_oc_1695185115_a7b73622_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/msi_rtx_3050_ventus_2x_8g_oc_1695185115_ee568426_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/msi_rtx_3050_ventus_2x_8g_oc_1695185115_de0d43f1_progressive.jpg",HK$899,/u/chan0617/,MSI RTX 3050 VENTUS 2X 8G OC,https://www.carousell.com.hk/p/msi-rtx-3050-ventus-2x-8g-oc-1255805613/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=0
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,8 months ago,Brand,MSI,1月15日于深水埗高登电脑购入，原价1199，即将离开香港故出。
盒子扔了，有收据，所有线都齐",MTR Kowloon Tong Station (港鐵九龍塘站),"Like new,Meetup,MTR Kowloon Tong Station (港鐵九龍塘站)","https://media.karousell.com/media/photos/products/2023/1/19/850watx30msi_mpg_a850g_pcie_5_1674132362_8da356ed.jpg,https://media.karousell.com/media/photos/products/2023/1/19/850watx30msi_mpg_a850g_pcie_5_1674132362_8da356ed_progressive.jpg,https://media.karousell.com/media/photos/products/2023/1/19/850watx30msi_mpg_a850g_pcie_5_1674132362_8da356ed_progressive.jpg",HK$499,/u/herculesxxz/,850wATX3.0火牛PSU电源MSI MPG A850G PCIE 5,https://www.carousell.com.hk/p/850watx3-0%E7%81%AB%E7%89%9Bpsu%E7%94%B5%E6%BA%90msi-mpg-a850g-pcie-5-1210539740/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=37
,Well used # Well used: Used but handled with care. Might have some minor flaws or defects.,"Bumped,6 months ago,Brand,Microsoft,外觀靚仔，機器精神，一體機簡單企理一個插頭搞掂，已重新安裝win10新機一樣。
****顯示器4邊起烘（參閱圖片），因此已把touchscreen功能關閉****
====================
Surface Studio (第 1 代) 硬體規格

尺寸/重量
顯示器：25.1 吋 x 17.3 吋 x 0.5 吋 (637.35 公釐 x 438.90 公釐 x 12.5 公釐) 
基座：9.8 吋 x 8.7 吋 x 1.3 吋 (250.00 公釐 x 220.00 公釐 x 32.2 公釐) 
產品重量：最大 21 磅 (9.56 公克)

儲存空間
快速混合式磁碟機選項：64GB SSD 與 1TB HDD、128GB SSD 與 1TB HDD

顯示器
螢幕：28「 PixelSense™ 顯示器 
解析度：4500 x 3000 (192 PPI) 
色彩設定：sRGB、DCI-P3 和生動色彩設定檔、個別色彩校正顯示器 
觸控：10 點多點觸控 
外觀比例：3：2 
支援手寫筆和零重力轉軸

海報
i7 Intel 16GB：NVIDIA® GeForce® GTX 965M 2GB GDDR5 記憶體 

Memory
16GB

連接和擴充
4 x USB 3.0 (一個高功率埠) 
全尺寸 SD ™ 讀卡機 (SDXC) 相容 
Mini DisplayPort 
3.5 公釐耳機插孔 
與 Surface Dial 螢幕互動相容 (*1) 
1 Gigabit 乙太網路埠

處理器
第 6 代 Intel® Core™ i7

相機、視訊和音訊
Windows Hello (*2) 臉部登入相機 
具有 1080p HD 視訊的 5.0 MP 相機 (前) 
雙重麥克風 
具備 Dolby® Audio™ Premium 
的身歷聲 2.1 喇叭 3.5 公釐耳機插孔

安全性
企業安全 
性適用的 TPM 晶片 使用 Windows Hello (*2) 臉部登入的企業級保護

無線
Wi-Fi：802.11ac Wi-Fi無線網路功能，IEEE 802.11 a/b/g/n 相容 
藍牙無線 4.0 技術 
內建 Xbox Wireless

====================",Sha Tin (沙田),"Well used,Meetup,Sha Tin (沙田)","https://media.karousell.com/media/photos/products/2022/12/28/microsoft_surface_studio_intel_1672219760_06425261.jpg,https://media.karousell.com/media/photos/products/2022/12/28/microsoft_surface_studio_intel_1672219760_06425261_progressive.jpg,https://media.karousell.com/media/photos/products/2022/12/28/microsoft_surface_studio_intel_1672219760_c22aeeaf_progressive.jpg,https://media.karousell.com/media/photos/products/2022/12/28/microsoft_surface_studio_intel_1672219760_fc38592a_progressive.jpg,https://media.karousell.com/media/photos/products/2022/12/28/microsoft_surface_studio_intel_1672219760_e43011a1_progressive.jpg,https://media.karousell.com/media/photos/products/2022/12/28/microsoft_surface_studio_intel_1672219760_3cae6709_progressive.jpg,https://media.karousell.com/media/photos/products/2022/12/28/microsoft_surface_studio_intel_1672219760_75cd059c_progressive.jpg,https://media.karousell.com/media/photos/products/2022/12/28/microsoft_surface_studio_intel_1672219760_284c27dd_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/31/schott_zwiesel__1693468419_f8e8c2a0_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/8/28/hello_kitty__1693236961_2ac4d0ed_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/8/22/3m_ps1000__1692711288_2680c580_thumbnail.jpg","HK$8,000",/u/su_wa/,Microsoft Surface Studio (Intel Core i7 / 1TB / 16GB RAM / 獨立顯示咭) 一體機,https://www.carousell.com.hk/p/microsoft-surface-studio-intel-core-i7-1tb-16gb-ram-%E7%8D%A8%E7%AB%8B%E9%A1%AF%E7%A4%BA%E5%92%AD-%E4%B8%80%E9%AB%94%E6%A9%9F-1205967954/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=32
,Brand new # Brand new: Never used before. Comes with original packaging or tag.,"Posted,10 hours ago,Brand,Apple,全新保養到下年九月
官方購買

不議（已經係全carousell最平)",MTR Kowloon Tong Station (港鐵九龍塘站),"Brand new,Meetup,MTR Kowloon Tong Station (港鐵九龍塘站)","https://media.karousell.com/media/photos/products/2023/9/20/macbook_mac_mini_8256gb_1695228331_9a3c13f9.jpg,https://media.karousell.com/media/photos/products/2023/9/20/macbook_mac_mini_8256gb_1695228331_9a3c13f9_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/macbook_mac_mini_8256gb_1695228331_9a3c13f9_progressive.jpg,https://media.karousell.com/media/photos/products/2023/4/29/9_nintendo_switch__x_1682730694_efb6ed0f_thumbnail.jpg","HK$3,500",/u/koreashoppingtgt/,MacBook Mac mini 8+256GB (M2),https://www.carousell.com.hk/p/macbook-mac-mini-8-256gb-m2-1255927733/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=29
